"","address","lat","lon"
"202","SANTA MARIA y VISTA HERMOSA,TEPEYAC,Zapopan",20.6095115,-103.3747961
"203","ACATL y DELLI,MESA COLORADA,Zapopan",20.6719563,-103.416501
"204","EMILIANO ZAPATA y 4a. PONIENTE,JARDINES DE NUEVO MEXICO,Zapopan",20.7687057,-103.454486
"205","JUAN DE LA BARRERA y AV. CRISTO REY,AMPLIACION SANTA LUCIA,Zapopan",NA,NA
"206","HORTENSIA y VAQUEROS,ANGELES DE NEXTIPAC LOS,Zapopan",20.6719563,-103.416501
"207","GUADALUPE VICTORIA y MORELOS,SANTA ANA TEPETITLAN,Zapopan",20.6192077,-103.456995
"208","JAVIER MINA y JUAREZ,SANTA ANA TEPETITLAN,Zapopan",20.6241554,-103.4587054
"209","AV. ADOLFO LOPEZ MATEOS y AV. CONCHITA,LOMA BONITA,Zapopan",20.637488,-103.4039666
"210","SANTA TERESA y AV. ACUEDUCTO,SANTA MARGARITA,Zapopan",20.7254913,-103.4192452
"211","FELIX PALAVICINI y RAFAEL VEGA SANCHEZ,CONSTITUCION,Zapopan",20.729735,-103.368837
"212","RIO VERDE y FRANCISCO VILLA,LOMA BONITA EJIDAL,Zapopan",20.6251311,-103.4020886
"213","MANZANA 24 y MANZANA 26,UNIDAD FOVISSSTE,Zapopan",20.7177452,-103.381605
"214","JOSE VILLEGAS y HECTOR HERNANDEZ,PASEOS DEL SOL,Zapopan",20.6719563,-103.416501
"215","PALO COLORADO y GUAYABA,MESA COLORADA,Zapopan",20.6719563,-103.416501
"216","HIDALGO y OCAMPO,SAN JUAN DE OCOTAN,Zapopan",NA,NA
"217","CEREZA y LIMON,MIRADOR ESCONDIDO,Zapopan",20.7640936,-103.3331118
"218","RAFAEL SANZIO y AV. VALLARTA,CAMICHINES VALLARTA,Zapopan",20.6796508,-103.4289415
"219","LUCIO BLANCO y HIDALGO,TESISTAN,Zapopan",20.7219051,-103.3420114
"220","GUADALUPE VICTORIA  y MORELOS,SANTA ANA TEPETITLAN,Zapopan",20.6192077,-103.456995
"221","EMILIANO ZAPATA y 3a. PONIENTE,JARDINES DE NUEVO MEXICO,Zapopan",20.7664414,-103.4509444
"222","LAGO CAMECUARO y AV. SAN JORGE,SEATTLE,Zapopan",20.7155558,-103.3748179
"223","ARCO ESCOCES y ARCO PERTINAX,ARCOS DE ZAPOPAN,Zapopan",20.7419753,-103.4057069
"224","AV. DE LA PATRIA y SAN LUIS GONZAGA,JARDINES DE GUADALUPE,Zapopan",20.6631309,-103.4124172
"225","AV. NACIONES UNIDAS y PASEO DE LOS VIRREYES,RESIDENCIAL VIRREYES,Zapopan",20.6942793,-103.4388948
"226","AV. GUARDIA NACIONAL y AV. BRONCE,MISION LA FLORESTA,Zapopan",20.6719563,-103.416501
"227","TORONJA y PIRUL,BALCONES DEL SOL,Zapopan",20.6719563,-103.416501
"228","CALZ. LAZARO CARDENAS y AV. SAN IGNACIO,JARDINES DE SAN IGNACIO,Zapopan",20.6694929,-103.4043686
"229","AV. VALLARTA y TULE,TULE EL,Zapopan",20.6781472,-103.4178613
"230","VICENTE GERRERO y GOMEZ FARIAS,UNIDAD REPUBLICA,Zapopan",20.7241461,-103.3980833
"231","MORELOS y PANTEON,CABECERA MUNICIPAL,Zapopan",20.7365639,-103.3700158
"232","VICENTE GUERRERO y GOMEZ FARIAS,UNIDAD REPUBLICA,Zapopan",20.7241461,-103.3980833
"233","PARRAL y OCAMPO,SAN JUAN DE OCOTAN,Zapopan",20.6719563,-103.416501
"234","PARRAL y OCAMPO,SAN JUAN DE OCOTAN,Zapopan",20.6719563,-103.416501
"235","ARCO ALEJANDRO y ARCO IRIS,ARCOS DE ZAPOPAN,Zapopan",20.7411499,-103.409278
"236","VOLCAN QUINCEO y VOLCAN PEÑA NEVADA,COLLI EL,Zapopan",20.6719563,-103.416501
"237","AV. HIDALGO y GUADALUPE VICTORIA,CABECERA MUNICIPAL,Zapopan",NA,NA
"238","SANTA MATILDE y SANTA PAULA,SANTA MARGARITA,Zapopan",20.7263918,-103.4142127
"239","SANTA MATILDE y SANTA PAULA,SANTA MARGARITA,Zapopan",20.7263918,-103.4142127
"240","SABINO DELGADO  y EMILIANO CARRANZA,SAN ISIDRO EJIDAL,Zapopan",20.729171,-103.3947358
"241","SANTA ESTHER y AV. LAS TORRES,SANTA MARGARITA,Zapopan",20.7455348,-103.3661895
"242","AV. LA CALMA y OSA MAYOR,CALMA LA,Zapopan",20.6719563,-103.416501
"243","AV. LAS TORRES y PUERTO PARAISO ESCONDIDO,MIRAMAR,Zapopan",20.6370367,-103.4471253
"244","PUERTO CHAMELA y PUERTO MEXICO,MIRAMAR,Zapopan",20.6404409,-103.4527419
"245","LEONA VICARIO  y ALLENDE,SANTA ANA TEPETITLAN,Zapopan",20.6177058,-103.4550502
"246","TORREON y SAN JOSE,AMPLIACION SANTA LUCIA,Zapopan",20.7262532,-103.3830009
